	OTU	Taxonomy	SampleID	GROUP	Value
102490	OTU482	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL10	no	14
102545	OTU482	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_?|s_?	SMPL65	no	19
102609	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL17	yes	10
102610	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL18	yes	13
102611	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL19	yes	309
102612	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL20	yes	19
102613	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL21	yes	20
102615	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL23	yes	7
102616	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL24	yes	3
102628	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL36	no	8
102630	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL38	no	53
102649	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL60	no	4
102652	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL59	yes	4
102657	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL65	no	1
102661	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL71	yes	3
102666	OTU159	d_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_?|s_?	SMPL74	yes	2
102705	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL1	yes	1
102717	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL13	no	1
102719	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL15	no	1
102721	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL17	yes	364
102722	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL18	yes	347
102723	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL19	yes	84
102724	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL20	yes	13
102725	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL21	yes	96
102727	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL23	yes	53
102729	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL25	yes	462
102730	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL26	yes	504
102732	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL28	yes	204
102736	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL32	yes	1
102737	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL33	yes	1
102738	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL34	yes	869
102739	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL35	no	11
102740	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL36	no	240
102741	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL37	no	2
102742	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL38	no	118
102744	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL40	no	7
102745	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL41	no	5
102749	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL45	no	568
102750	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL46	no	11
102751	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL47	no	52
102752	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL48	no	2617
102754	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL50	no	1
102761	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL60	no	285
102764	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL59	yes	5
102769	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL65	no	1151
102772	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL68	yes	2
102773	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL71	yes	54
102776	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL72	yes	19
102777	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL73	yes	4
102778	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL74	yes	4
102779	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL75	yes	4
102786	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL82	yes	35
102787	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL83	no	269
102794	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL90	no	118
102797	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL93	no	1
102798	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL94	no	10
102799	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL95	no	32
102803	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL99	yes	3
102805	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL100	no	13
102806	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL101	no	19
102808	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL103	no	99
102809	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL104	no	3
102810	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL105	no	9
102812	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL108	no	16
102815	OTU32	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Barnesiella|s_?	SMPL111	no	16
102822	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL6	no	17
102823	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL7	no	4
102825	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL9	no	1
102826	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL10	no	2
102828	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL12	no	4
102861	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL45	no	19
102862	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL46	no	1
102864	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL48	no	1
102910	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL94	no	1
102911	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL95	no	3
102920	OTU411	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_[Eubacterium] brachy group|s_?	SMPL103	no	1
102950	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL22	yes	1
102959	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL31	yes	2
102963	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL35	no	12
102964	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL36	no	169
102965	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL37	no	1
102966	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL38	no	2711
102975	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL47	no	2
102978	OTU68	d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mollicutes RF39|f_?|g_?|s_?	SMPL50	no	5
103119	OTU498	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_S5-A14a|s_?	SMPL79	no	4
103122	OTU498	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_S5-A14a|s_?	SMPL82	yes	2
103137	OTU498	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_S5-A14a|s_?	SMPL97	no	1
103139	OTU498	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Family XIII|g_S5-A14a|s_?	SMPL99	yes	30
103152	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL0	yes	1
103153	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL1	yes	430
103154	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL2	yes	46
103155	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL3	yes	410
103156	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL4	yes	30
103172	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL20	yes	1
103177	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL25	yes	4
103190	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL38	no	1
103196	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL44	no	4
103197	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL45	no	182
103198	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL46	no	35
103199	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL47	no	3
103200	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL48	no	67
103201	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL49	no	1
103202	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL50	no	1
103204	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL52	no	1
103210	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL57	yes	820
103213	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL61	yes	1
103220	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL68	yes	3
103222	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL69	yes	1
103231	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL79	no	6
103237	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL85	no	1
103244	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL92	yes	25
103245	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL93	no	4
103246	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL94	no	15
103247	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL95	no	85
103249	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL97	no	1
103250	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL98	yes	6
103251	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL99	yes	1
103253	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL100	no	1
103256	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL103	no	3
103257	OTU80	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus 2|s_?	SMPL104	no	5
103304	OTU556	d_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Coprobacter|s_?	SMPL40	no	29
103404	OTU582	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL28	yes	1
103411	OTU582	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL35	no	3
103416	OTU582	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_[Eubacterium] coprostanoligenes group|s_?	SMPL40	no	22
103489	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL1	yes	174
103490	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL2	yes	3
103491	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL3	yes	41
103492	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL4	yes	2
103493	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL5	no	1
103494	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL6	no	5
103495	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL7	no	2
103497	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL9	no	64
103498	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL10	no	22
103499	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL11	no	1
103500	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL12	no	22
103501	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL13	no	1
103502	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL14	no	141
103505	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL17	yes	59
103506	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL18	yes	1529
103507	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL19	yes	248
103508	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL20	yes	8
103509	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL21	yes	212
103510	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL22	yes	34
103511	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL23	yes	1532
103512	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL24	yes	1
103513	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL25	yes	140
103514	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL26	yes	209
103516	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL28	yes	394
103518	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL30	yes	1
103520	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL32	yes	1
103521	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL33	yes	2
103522	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL34	yes	6
103525	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL37	no	1
103526	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL38	no	79
103532	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL44	no	1
103533	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL45	no	531
103534	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL46	no	21
103535	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL47	no	1
103536	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL48	no	86
103542	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL54	yes	6
103544	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL56	no	4
103545	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL60	no	5
103546	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL57	yes	274
103548	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL59	yes	8617
103552	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL64	yes	43
103553	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL65	no	3
103556	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL68	yes	1
103557	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL71	yes	31
103558	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL69	yes	1
103569	OTU21	d_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group|s_?	SMPL81	yes	2
